name,layer_idx,proj_type,rank,s1,s2,pr,alpha_hill,dmin_5pct,dmin_10pct,dmin_20pct,dmin_50pct
layer_0.q_proj,0,q_proj,768,5.859256744384766,5.525335311889648,250.97047729859503,9.174872398376465,606,526,412,195
layer_0.k_proj,0,k_proj,768,5.555027484893799,4.757193088531494,116.41868989677738,4.189738750457764,591,504,381,156
layer_0.v_proj,0,v_proj,768,5.798673629760742,5.221111297607422,185.13981522451377,5.390120506286621,619,543,431,201
layer_0.o_proj,0,o_proj,768,5.07827615737915,4.418859004974365,83.0015269798007,4.0011091232299805,410,287,212,102
layer_0.up_proj,0,up_proj,768,6.262445449829102,5.64638090133667,283.2644465230315,5.026426792144775,742,704,611,335
layer_0.down_proj,0,down_proj,768,6.194541931152344,5.435532569885254,229.41499526466106,3.7959625720977783,750,713,622,343
layer_1.q_proj,1,q_proj,768,5.605722904205322,5.245683193206787,189.74540372833445,8.068466186523438,520,422,319,151
layer_1.k_proj,1,k_proj,768,5.54034423828125,5.0077338218688965,149.5654099462662,6.102331638336182,549,456,340,146
layer_1.v_proj,1,v_proj,768,5.887559413909912,5.558889865875244,259.5345581692719,15.405609130859375,619,540,426,201
layer_1.o_proj,1,o_proj,768,5.083398342132568,3.713289260864258,40.98840659997584,2.9400622844696045,575,481,352,130
layer_1.up_proj,1,up_proj,768,6.248777866363525,5.574539661407471,263.6281694792269,4.447651386260986,749,722,643,344
layer_1.down_proj,1,down_proj,768,6.207767009735107,5.2622599601745605,192.91698371432338,3.1608998775482178,745,717,645,368
layer_2.q_proj,2,q_proj,768,5.708757400512695,5.2864603996276855,197.64260998192614,6.972241401672363,570,487,375,168
layer_2.k_proj,2,k_proj,768,5.666133880615234,5.026174545288086,152.34909197482364,4.107193946838379,590,508,392,174
layer_2.v_proj,2,v_proj,768,5.935845375061035,5.6329522132873535,279.4860031839482,20.13136863708496,628,552,438,210
layer_2.o_proj,2,o_proj,768,5.741974830627441,5.052628993988037,156.4331862635075,4.693761825561523,601,518,402,188
layer_2.up_proj,2,up_proj,768,6.207116603851318,5.4942626953125,243.29207962467405,5.162785530090332,751,720,633,334
layer_2.down_proj,2,down_proj,768,6.14600944519043,4.940931797027588,139.90054775939805,5.360881328582764,749,715,629,336
layer_3.q_proj,3,q_proj,768,5.836243629455566,5.378377437591553,216.6704287628235,6.341099262237549,618,543,430,200
layer_3.k_proj,3,k_proj,768,5.856019020080566,5.35690975189209,212.06858826342872,7.606888771057129,623,550,439,209
layer_3.v_proj,3,v_proj,768,5.848742485046387,5.495346546173096,243.5559149077727,15.467334747314453,620,540,423,192
layer_3.o_proj,3,o_proj,768,5.8140339851379395,5.276841640472412,195.75064707256303,8.021394729614258,607,526,413,193
layer_3.up_proj,3,up_proj,768,6.282468795776367,5.832326889038086,341.15157808735523,7.24300479888916,747,714,626,335
layer_3.down_proj,3,down_proj,768,6.076550006866455,4.708757400512695,110.91425224847309,5.471497058868408,747,711,620,318
layer_4.q_proj,4,q_proj,768,5.726736068725586,5.279646396636963,196.3004505786148,10.06981086730957,604,523,402,172
layer_4.k_proj,4,k_proj,768,5.812344074249268,5.325895309448242,205.59234686074456,8.979591369628906,619,545,431,198
layer_4.v_proj,4,v_proj,768,5.887610912322998,5.563848972320557,260.82481428393464,15.774596214294434,620,540,425,200
layer_4.o_proj,4,o_proj,768,5.780912399291992,5.237954616546631,188.28459409062515,8.095968246459961,592,513,401,187
layer_4.up_proj,4,up_proj,768,6.254572868347168,5.799092769622803,330.0000380035535,7.109424114227295,750,715,622,325
layer_4.down_proj,4,down_proj,768,6.193282127380371,5.33372688293457,207.2087797782125,5.609479904174805,752,720,629,326
layer_5.q_proj,5,q_proj,768,5.7806806564331055,5.428067684173584,227.70881468896783,15.18092155456543,603,521,401,176
layer_5.k_proj,5,k_proj,768,5.759324073791504,5.404098033905029,222.3156088833898,18.863754272460938,590,508,394,173
layer_5.v_proj,5,v_proj,768,5.81574821472168,5.434694766998291,229.22287121159678,11.511297225952148,616,534,416,187
layer_5.o_proj,5,o_proj,768,5.871174335479736,5.407507419586182,223.07486209507016,8.47227668762207,615,538,427,205
layer_5.up_proj,5,up_proj,768,6.259554862976074,5.790968418121338,327.32986310611227,6.897477149963379,749,715,623,325
layer_5.down_proj,5,down_proj,768,6.251407623291016,5.668323516845703,289.54870373790556,5.357681751251221,750,718,630,332
layer_6.q_proj,6,q_proj,768,5.808653831481934,5.4638166427612305,235.9964217327338,10.355868339538574,600,518,400,182
layer_6.k_proj,6,k_proj,768,5.897594928741455,5.575067043304443,263.76723887145897,8.51461410522461,611,535,422,202
layer_6.v_proj,6,v_proj,768,5.798936367034912,5.428586006164551,227.82687176830524,13.673626899719238,613,530,410,181
layer_6.o_proj,6,o_proj,768,5.779849052429199,5.341156482696533,208.75399112221533,9.215914726257324,600,517,400,182
layer_6.up_proj,6,up_proj,768,6.267514228820801,5.82056188583374,337.1614466570189,7.225102424621582,749,717,626,327
layer_6.down_proj,6,down_proj,768,6.274137496948242,5.733300685882568,308.9874576308657,5.767938613891602,749,718,631,337
layer_7.q_proj,7,q_proj,768,5.762196063995361,5.404698848724365,222.4492195293855,12.709306716918945,599,514,394,171
layer_7.k_proj,7,k_proj,768,5.737166404724121,5.373327732086182,215.57906475836398,13.823649406433105,590,504,385,168
layer_7.v_proj,7,v_proj,768,5.960062026977539,5.655422210693359,285.8371407505507,16.297870635986328,633,559,447,218
layer_7.o_proj,7,o_proj,768,5.834075450897217,5.310513973236084,202.45425772171106,9.31554889678955,613,533,419,198
layer_7.up_proj,7,up_proj,768,6.275402069091797,5.831545352935791,340.8850599730549,7.5571818351745605,744,712,624,330
layer_7.down_proj,7,down_proj,768,6.304441452026367,5.856515407562256,349.50414016251455,6.566652297973633,747,718,633,343
layer_8.q_proj,8,q_proj,768,5.799499988555908,5.434922218322754,229.27501418702064,10.419310569763184,602,521,403,182
layer_8.k_proj,8,k_proj,768,5.87584924697876,5.523019790649414,250.3900221152406,9.189624786376953,614,537,424,200
layer_8.v_proj,8,v_proj,768,6.018637180328369,5.772204399108887,321.24510511874263,30.003082275390625,635,563,454,229
layer_8.o_proj,8,o_proj,768,5.8070573806762695,5.217423915863037,184.45839115712707,8.343690872192383,606,524,409,192
layer_8.up_proj,8,up_proj,768,6.299675464630127,5.881438255310059,358.32423300643757,7.683119773864746,745,714,628,338
layer_8.down_proj,8,down_proj,768,6.302946090698242,5.906338691711426,367.3586767791128,6.231572151184082,748,716,628,337
