name,layer_idx,proj_type,rank,s1,s2,pr,alpha_hill,dmin_5pct,dmin_10pct,dmin_20pct,dmin_50pct
layer_9.q_proj,9,q_proj,768,5.802165508270264,5.416935443878174,225.18796284407642,11.796154975891113,607,527,410,185
layer_9.k_proj,9,k_proj,768,5.848337650299072,5.484285831451416,240.8768558808293,9.786033630371094,612,534,419,193
layer_9.v_proj,9,v_proj,768,6.029606342315674,5.802500247955322,331.12642396078945,35.146114349365234,634,561,452,229
layer_9.o_proj,9,o_proj,768,5.958768367767334,5.352600574493408,211.15671322262273,7.484747409820557,628,553,446,232
layer_9.up_proj,9,up_proj,768,6.2935686111450195,5.871574878692627,354.80731898114414,8.369333267211914,744,711,624,335
layer_9.down_proj,9,down_proj,768,6.328825950622559,6.012196063995361,408.3791630262407,7.647329330444336,746,715,628,341
layer_10.q_proj,10,q_proj,768,5.7088518142700195,5.2573771476745605,191.97730226592046,11.297769546508789,601,518,398,171
layer_10.k_proj,10,k_proj,768,5.682088851928711,5.20924711227417,182.95626080412242,10.652155876159668,601,517,397,166
layer_10.v_proj,10,v_proj,768,5.926398277282715,5.652040004730225,284.8720137178541,33.16801452636719,619,541,428,205
layer_10.o_proj,10,o_proj,768,5.929265022277832,4.685829162597656,108.40011637744723,5.7660908699035645,644,578,479,259
layer_10.up_proj,10,up_proj,768,6.279050827026367,5.826283931732178,339.096230110814,8.182188034057617,746,714,626,333
layer_10.down_proj,10,down_proj,768,6.341968536376953,5.973477840423584,392.86963544866245,6.748818397521973,748,718,635,351
layer_11.q_proj,11,q_proj,768,5.706588268280029,5.187241554260254,178.97418082936315,7.698399543762207,601,519,403,178
layer_11.k_proj,11,k_proj,768,5.697710990905762,5.195905685424805,180.53157359231332,8.025921821594238,601,518,399,172
layer_11.v_proj,11,v_proj,768,5.9639692306518555,5.676852226257324,292.0287412191899,35.39699172973633,638,565,452,214
layer_11.o_proj,11,o_proj,768,5.158956527709961,3.3034582138061523,27.20656253325685,2.360513687133789,626,550,438,196
layer_11.up_proj,11,up_proj,768,6.23170280456543,5.635908603668213,280.31349550781226,6.900742530822754,749,715,625,325
layer_11.down_proj,11,down_proj,768,6.298464775085449,5.622210502624512,276.4999119795908,5.074554443359375,753,725,642,355
